{'station_id': 'StationC', 'date': '2000-01-25', 'degrees': -11.756740976695077, 'partition': 2}
{'station_id': 'StationG', 'date': '2000-02-23', 'degrees': 15.810245884457158, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-02-23', 'degrees': 19.815834067503612, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-02-23', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-02-23', 'degrees': 3.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-02-24', 'degrees': 50.78411972020737, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-02-24', 'degrees': 42.945125436198126, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-02-24', 'degrees': 16.8058096587082, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-02-24', 'degrees': 44.71980942033815, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-02-24', 'degrees': 19.72329060246158, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-02-24', 'degrees': 3.6582235545549153, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-02-24', 'degrees': 46.63315340539134, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-02-24', 'degrees': 41.24656197281484, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-02-24', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-02-24', 'degrees': 4.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-02-25', 'degrees': 39.084648186327186, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-02-25', 'degrees': 16.43357452828029, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-02-25', 'degrees': 50.31386982844582, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-02-25', 'degrees': 22.108733523832026, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-02-25', 'degrees': 38.71042536743312, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-02-25', 'degrees': 23.1943535217994, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-02-25', 'degrees': 6.086878918302702, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-02-25', 'degrees': 13.764351091554683, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-02-25', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-02-25', 'degrees': 5.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-02-26', 'degrees': 37.994929154218795, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-02-26', 'degrees': 34.42703570741174, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-02-26', 'degrees': 13.830732875729634, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-02-26', 'degrees': 32.257202170384915, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-02-26', 'degrees': 22.595763567594197, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-02-26', 'degrees': 32.35085605628972, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-02-26', 'degrees': 31.182981600407523, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-02-26', 'degrees': 29.61350694002006, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-02-26', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-02-26', 'degrees': 6.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-02-27', 'degrees': 21.42599006661068, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-02-27', 'degrees': 43.84775023130165, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-02-27', 'degrees': 44.27905733510708, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-02-27', 'degrees': 37.94849763086703, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-02-27', 'degrees': 22.141166902932987, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-02-27', 'degrees': 38.82938985658511, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-02-27', 'degrees': 17.832298995853996, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-02-27', 'degrees': 46.16580987434386, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-02-27', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-02-27', 'degrees': 7.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-02-28', 'degrees': 32.431672290140206, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-02-28', 'degrees': 51.41669415605548, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-02-28', 'degrees': 39.23203381949659, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-02-28', 'degrees': 45.529910548724914, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-02-28', 'degrees': 45.826567134372965, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-02-28', 'degrees': 27.87023251631055, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-02-28', 'degrees': 21.86046194901752, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-02-28', 'degrees': 30.170438385633908, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-02-28', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-02-28', 'degrees': 8.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-02-29', 'degrees': 53.09870527999431, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-02-29', 'degrees': 29.335230543467755, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-02-29', 'degrees': 17.745007091338948, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-02-29', 'degrees': 22.986416329908486, 'partition': 0}
